Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
452,MAR81,161.675000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Ch81: Verkeersbegeleiding,,,,
453,MAR82,161.725000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Ch82: Bunkeren & Proviandering,,,,
454,MAR83,161.775000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Ch83: Kustwacht (weer- en veiligheidsberichten),,,,
455,MAR84,161.825000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Ch84: Bruggen & Sluizen,,,,
456,MAR85,161.875000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Ch85: Bruggen & Sluizen,,,,
457,MAR86,161.925000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Ch86: Nautische informatie,,,,
458,MAR87,157.375000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Ch87: Nautisch gebruik diverse,,,,
459,MAR88,157.425000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Ch88: Tijdelijke maritieme evenementen,,,,
460,KNBRD 1,164.990000,,0.600000,TSQL,71.9,71.9,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk KNBRD kanaal 1/wit,,,,
461,KNBRD 2,165.010000,,0.600000,TSQL,71.9,71.9,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk KNBRD kanaal 2/rood,,,,
462,KNBRD 3,165.170000,,0.600000,TSQL,71.9,71.9,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk KNBRD kanaal 3/geel,,,,
463,KNBRD 4,164.950000,,0.600000,TSQL,71.9,71.9,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk KNBRD kanaal 4/blauw (RK E),,,,
464,KNBRD 5,164.590000,,0.600000,TSQL,71.9,71.9,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk KNBRD kanaal 5/groen,,,,
465,KNBRD 6,160.290000,,0.600000,TSQL,71.9,71.9,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk KNBRD kanaal 6/oranje_ grootschalige inzet/koppelkanaal,,,,
466,KNBRD 61,164.990000,-,4.700000,Tone,77.0,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk KNBRD relais kanaal 61,,,,
467,KNBRD 62,165.010000,-,4.720000,Tone,82.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk KNBRD relais kanaal 62,,,,
468,KNBRD 63,165.170000,-,4.880000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk KNBRD relais kanaal 63,,,,
469,KNBRD 64,164.950000,-,4.660000,Tone,94.8,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk KNBRD relais kanaal 64,,,,
470,KNBRD 65,164.590000,-,4.300000,Tone,100.0,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk KNBRD relais kanaal 65,,,,
501,RK L1,146.190000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk Rode Kruis L1,,,,
502,RK L2,146.310000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk Rode Kruis L2,,,,
503,RK L3,146.450000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk Rode Kruis L3,,,,
504,RK L4,146.470000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk Rode Kruis L4,,,,
505,RK L5,146.570000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk Rode Kruis L5,,,,
506,RK E,164.950000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk Rode Kruis E (KNBRD 4/blauw),,,,
507,RK B,165.130000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,NL/ Landelijk Rode Kruis B,,,,
508,MIR DISTRES,156.800000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Marifoon Ch16: Internationaal Noodkanaal,,,,
509,MIR SAR NL,156.375000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Marifoon Ch67: Search and Rescue NL,,,,
510,AIR GUA,121.500000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,50W,International Air Distress (GUARD),,,,
511,AIR SAR,123.100000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,50W,Aviation Search and Rescue,,,,
512,DARES 2M,145.500000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,50W,Amateur Oproepfrequentie (VHF),,,,
513,DARES 70,433.500000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,50W,Amateur Oproepfrequentie (UHF),,,,
514,REDDING,170.012500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,50W,Reddingsbrigade Nederland Algemeen,,,,
515,KNRM 0,156.000000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,KNRM Intership (nood/werk),,,,
601,ISS VOICE,145.800000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,WFM,5.00,,50W,,,,,
602,ISS Repeat,437.800000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,WFM,5.00,,50W,,,,,
603,ISS RUS,143.625000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
604,SATCOM,255.550000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,WFM,5.00,,50W,,,,,
